religion,quoteID,date,topic
other,2017-03-26-005330,2017-03-26 16:15:23,nyregion
Islam,2017-06-14-055629,2017-06-14 03:29:50,europe
other,2017-11-27-044855,2017-11-27 22:12:28,nyregion
Presbyterianism,2017-12-18-015864,2017-12-18 10:00:01,politics
atheism,2017-03-01-041451,2017-03-01 12:00:00,arts
Catholic Church,2017-04-24-026404,2017-04-24 18:08:28,middleeast
Catholic Church,2017-08-16-089477,2017-08-16 21:09:04,opinion
other,2017-02-07-013172,2017-02-07 02:02:26,politics
Catholic Church,2017-12-10-032940,2017-12-10 23:30:00,us
other,2017-02-12-021971,2017-02-12 19:09:51,europe
other,2017-06-14-108678,2017-06-14 03:29:50,europe
Catholic Church,2017-03-29-119395,2017-03-29 02:40:06,politics
Catholic Church,2017-11-28-109620,2017-11-28 10:00:33,magazine
other,2017-07-18-117056,2017-07-18 18:05:50,business
Methodism,2017-03-28-095285,2017-03-28 00:36:22,politics
Presbyterianism,2017-09-18-101724,2017-09-18 16:57:01,americas
Catholic Church,2017-09-06-120248,2017-09-06 14:54:25,americas
Presbyterianism,2017-02-01-011511,2017-02-01 21:04:22,magazine
Christianity,2017-08-08-015508,2017-08-08 09:00:27,business
Presbyterianism,2017-12-22-021066,2017-12-22 20:16:43,business
Judaism,2017-05-15-125068,2017-05-15 13:45:51,opinion
other,2017-03-14-121819,2017-03-14 22:05:07,dealbook
other,2017-03-21-150814,2017-03-21 09:00:02,magazine
Catholic Church,2017-02-05-000191,2017-02-05 18:54:56,briefing
other,2017-05-29-007278,2017-05-29 19:17:55,europe
atheism,2017-10-02-013524,2017-10-02 14:26:56,asia
Catholic Church,2017-03-04-019895,2017-03-04 19:43:52,sunday
Anglicanism,2017-09-29-067555,2017-09-29 10:00:35,fashion
Baptists,2017-05-23-066091,2017-05-23 09:00:01,magazine
Catholic Church,2017-03-12-035329,2017-03-12 22:45:23,business
Baptists,2017-08-08-051842,2017-08-08 09:00:27,business
other,2017-11-28-090599,2017-11-28 22:15:30,business
Presbyterianism,2017-04-12-130700,2017-04-12 22:19:37,europe
other,2017-10-05-103015,2017-10-05 23:10:02,americas
atheism,2017-07-17-107372,2017-07-17 08:20:50,opinion
atheism,2017-04-24-088029,2017-04-24 21:24:29,music
Judaism,2017-03-12-047539,2017-03-12 19:17:37,nyregion
atheism,2017-08-21-096927,2017-08-21 13:43:54,us
Judaism,2017-02-15-081366,2017-02-15 18:00:37,middleeast
Catholic Church,2017-03-22-009119,2017-03-22 18:32:58,politics
atheism,2017-06-12-010872,2017-06-12 09:00:07,magazine
Judaism,2017-06-20-117680,2017-06-20 01:13:43,politics
Catholic Church,2017-08-24-017630,2017-08-24 00:00:00,magazine
Catholic Church,2017-04-23-013098,2017-04-23 09:03:09,europe
Catholic Church,2017-09-08-025871,2017-09-08 08:46:40,style
other,2017-06-29-138185,2017-06-29 15:36:54,business
Islam,2017-05-09-033323,2017-05-09 00:17:04,africa
Catholic Church,2017-06-21-044460,2017-06-21 23:54:50,asia
other,2017-05-20-024426,2017-05-20 10:00:25,style
Christianity,2017-11-21-050153,2017-11-21 17:55:31,politics
other,2017-03-13-006121,2017-03-13 15:46:14,europe
Presbyterianism,2017-07-13-059280,2017-07-13 08:51:42,television
Methodism,2017-04-28-064989,2017-04-28 17:10:38,nyregion
other,2017-11-25-009829,2017-11-25 21:58:09,europe
Judaism,2017-05-23-025314,2017-05-23 16:22:47,middleeast
Catholic Church,2017-05-31-050476,2017-05-31 10:00:14,media
Judaism,2017-08-04-053452,2017-08-04 19:02:54,nyregion
atheism,2017-03-29-104899,2017-03-29 09:04:04,television
atheism,2017-09-13-068711,2017-09-13 22:57:34,books
other,2017-12-06-063998,2017-12-06 00:42:58,politics
other,2017-05-03-069657,2017-05-03 21:10:41,theater
Islam,2017-03-28-066873,2017-03-28 09:00:01,magazine
Islam,2017-03-29-075359,2017-03-29 10:00:21,us
Judaism,2017-09-29-129756,2017-09-29 17:18:50,politics
Catholic Church,2017-06-12-109811,2017-06-12 09:00:01,politics
Baptists,2017-11-07-089712,2017-11-07 10:00:25,nyregion
other,2017-07-03-072575,2017-07-03 19:34:36,europe
Catholic Church,2017-05-30-011280,2017-05-30 07:21:01,opinion
Islam,2017-04-28-019679,2017-04-28 12:04:56,opinion
other,2017-02-20-018017,2017-02-20 10:00:01,politics
Catholic Church,2017-06-14-083039,2017-06-14 09:04:37,television
Anglicanism,2017-07-26-020136,2017-07-26 09:00:14,review
Catholic Church,2017-04-21-020214,2017-04-21 20:30:02,us
other,2017-11-22-027446,2017-11-22 13:00:00,books
other,2017-08-15-108110,2017-08-15 19:07:51,television
Catholic Church,2017-06-13-033816,2017-06-13 09:21:53,television
other,2017-11-28-101820,2017-11-28 11:49:33,asia
Judaism,2017-05-02-112355,2017-05-02 12:39:21,us
Catholic Church,2017-03-15-113876,2017-03-15 00:06:40,politics
other,2017-09-11-046074,2017-09-11 20:54:56,tennis
other,2017-04-26-146267,2017-04-26 19:33:46,europe
Catholic Church,2017-04-06-065370,2017-04-06 02:00:22,theater
Judaism,2017-10-05-093159,2017-10-05 22:06:54,politics
other,2017-07-19-146942,2017-07-19 01:06:40,middleeast
Judaism,2017-10-24-164795,2017-10-24 00:03:32,business
Catholic Church,2017-04-09-004157,2017-04-09 22:50:05,media
other,2017-05-02-022025,2017-05-02 09:00:30,us
Catholic Church,2017-08-02-026967,2017-08-02 22:30:05,europe
Catholic Church,2017-04-21-115017,2017-04-21 17:56:38,middleeast
other,2017-05-12-107243,2017-05-12 19:19:15,review
Methodism,2017-07-21-127655,2017-07-21 00:07:55,politics
other,2017-09-20-150699,2017-09-20 15:32:54,middleeast
other,2017-03-22-179721,2017-03-22 09:00:29,politics
other,2017-03-23-095632,2017-03-23 20:13:59,europe
Catholic Church,2017-11-09-107131,2017-11-09 09:57:27,television
Judaism,2017-06-01-095975,2017-06-01 20:44:14,movies
Judaism,2017-07-12-099117,2017-07-12 20:35:06,fashion
other,2017-07-11-036840,2017-07-11 22:51:11,tennis
Judaism,2017-12-21-108634,2017-12-21 20:33:44,politics
Islam,2017-03-26-063165,2017-03-26 23:37:55,asia
Presbyterianism,2017-07-12-047096,2017-07-12 11:19:24,politics
Catholic Church,2017-07-28-137079,2017-07-28 09:00:21,politics
Catholic Church,2017-05-02-133515,2017-05-02 00:10:46,politics
Methodism,2017-06-15-001927,2017-06-15 09:00:18,politics
Methodism,2017-05-02-088508,2017-05-02 18:42:32,us
other,2017-12-11-113793,2017-12-11 01:24:50,opinion
Catholic Church,2017-03-16-047496,2017-03-16 02:05:43,politics
other,2017-12-03-009565,2017-12-03 21:33:01,europe
Methodism,2017-04-21-106064,2017-04-21 00:00:00,opinion
Catholic Church,2017-07-14-056941,2017-07-14 19:49:09,politics
Judaism,2017-03-08-187123,2017-03-08 01:47:07,middleeast
Judaism,2017-04-29-046570,2017-04-29 00:40:01,us
Christianity,2017-09-28-177612,2017-09-28 19:27:42,europe
Judaism,2017-12-09-058603,2017-12-09 00:33:53,politics
other,2017-02-16-057277,2017-02-16 15:28:11,magazine
other,2017-04-02-002974,2017-04-02 22:58:19,europe
Christianity,2017-12-13-094387,2017-12-13 10:10:20,television
atheism,2017-06-12-081401,2017-06-12 09:00:07,magazine
Judaism,2017-04-18-037451,2017-04-18 01:03:39,dealbook
other,2017-03-26-029026,2017-03-26 11:00:13,magazine
atheism,2017-02-15-100565,2017-02-15 21:46:16,books
Judaism,2017-05-11-069551,2017-05-11 00:20:06,politics
Judaism,2017-09-15-172319,2017-09-15 14:27:39,us
Judaism,2017-06-26-010313,2017-06-26 19:22:50,politics
Presbyterianism,2017-11-04-009737,2017-11-04 17:50:34,politics
Anglicanism,2017-04-20-116593,2017-04-20 11:00:29,nyregion
other,2017-09-06-055830,2017-09-06 15:13:20,politics
other,2017-08-05-079384,2017-08-05 02:28:37,business
Catholic Church,2017-04-05-177828,2017-04-05 17:46:40,dealbook
Catholic Church,2017-05-03-084704,2017-05-03 19:21:26,europe
Presbyterianism,2017-03-28-081054,2017-03-28 09:00:30,politics
other,2017-04-26-008039,2017-04-26 19:33:46,europe
Anglicanism,2017-10-06-103122,2017-10-06 21:16:53,dealbook
Anglicanism,2017-03-23-019228,2017-03-23 20:52:04,nyregion
other,2017-08-31-028977,2017-08-31 19:18:03,tennis
atheism,2017-09-04-018601,2017-09-04 00:27:22,asia
atheism,2017-09-19-121638,2017-09-19 07:00:24,politics
Catholic Church,2017-08-31-042661,2017-08-31 00:57:24,tennis
other,2017-07-03-082247,2017-07-03 09:00:23,politics
other,2017-05-15-043004,2017-05-15 17:03:42,politics
Christianity,2017-06-27-114251,2017-06-27 09:14:02,television
Presbyterianism,2017-04-30-070318,2017-04-30 04:41:17,politics
Presbyterianism,2017-03-21-139854,2017-03-21 02:06:46,politics
Catholic Church,2017-06-30-050643,2017-06-30 11:00:23,business
other,2017-04-27-161483,2017-04-27 09:00:25,politics
Catholic Church,2017-09-06-155563,2017-09-06 09:35:26,briefing
Catholic Church,2017-04-18-057368,2017-04-18 00:54:54,politics
Islam,2017-11-02-096104,2017-11-02 15:56:10,middleeast
other,2017-06-17-010873,2017-06-17 16:48:59,europe
Presbyterianism,2017-11-08-121536,2017-11-08 00:30:01,nyregion
Presbyterianism,2017-04-14-023561,2017-04-14 23:36:54,business
Judaism,2017-06-29-028795,2017-06-29 21:31:58,opinion
Methodism,2017-08-13-064361,2017-08-13 00:33:34,politics
Presbyterianism,2017-02-24-111096,2017-02-24 19:05:28,politics
other,2017-08-11-037157,2017-08-11 18:23:30,asia
other,2017-04-14-097919,2017-04-14 07:21:57,sunday
Catholic Church,2017-02-19-012102,2017-02-19 17:45:08,politics
Presbyterianism,2017-04-14-107943,2017-04-14 16:10:38,business
other,2017-08-23-057886,2017-08-23 14:19:47,politics
other,2017-11-23-096685,2017-11-23 15:00:34,movies
Catholic Church,2017-09-13-084659,2017-09-13 16:45:39,politics
Catholic Church,2017-07-15-072103,2017-07-15 00:27:28,tennis
Catholic Church,2017-12-12-155993,2017-12-12 09:51:24,television
Judaism,2017-06-02-001433,2017-06-02 00:00:00,opinion
other,2017-03-08-002508,2017-03-08 18:36:24,politics
atheism,2017-09-13-107374,2017-09-13 22:57:34,books
other,2017-10-24-095636,2017-10-24 21:32:49,europe
Presbyterianism,2017-09-24-057629,2017-09-24 12:35:05,politics
Islam,2017-10-07-018742,2017-10-07 09:02:22,europe
other,2017-08-30-052758,2017-08-30 22:32:18,tennis
Baptists,2017-03-15-041785,2017-03-15 10:03:23,asia
Judaism,2017-12-20-055206,2017-12-20 10:00:21,movies
Anglicanism,2017-09-22-064703,2017-09-22 10:46:09,europe
other,2017-03-09-125254,2017-03-09 23:25:58,middleeast
other,2017-02-07-026056,2017-02-07 05:23:18,review
Christianity,2017-07-26-087223,2017-07-26 09:14:42,television
other,2017-04-06-097439,2017-04-06 00:11:23,politics
Presbyterianism,2017-09-20-107152,2017-09-20 07:00:23,politics
Catholic Church,2017-02-06-067293,2017-02-06 13:09:29,asia
other,2017-06-06-115018,2017-06-06 14:06:06,business
Baptists,2017-10-21-028965,2017-10-21 23:38:34,sunday
other,2017-06-14-129695,2017-06-14 09:00:26,politics
Presbyterianism,2017-02-16-101375,2017-02-16 23:57:56,dealbook
other,2017-12-06-173044,2017-12-06 15:07:39,politics
other,2017-05-12-005947,2017-05-12 19:01:09,opinion
atheism,2017-10-21-051461,2017-10-21 09:00:25,europe
atheism,2017-09-28-016596,2017-09-28 00:13:49,technology
Islam,2017-08-08-029408,2017-08-08 18:11:05,books
Catholic Church,2017-04-27-117247,2017-04-27 19:50:44,politics
other,2017-09-20-131320,2017-09-20 13:54:52,asia
Catholic Church,2017-02-20-107604,2017-02-20 13:49:57,europe
other,2017-05-12-116375,2017-05-12 00:45:55,tennis
Judaism,2017-10-02-054681,2017-10-02 23:18:04,politics
Baptists,2017-11-08-081167,2017-11-08 10:05:56,nyregion
other,2017-10-20-085477,2017-10-20 08:42:43,television
other,2017-07-20-021832,2017-07-20 00:52:02,politics
Islam,2017-03-15-098546,2017-03-15 05:07:52,asia
atheism,2017-03-10-108843,2017-03-10 15:00:01,review
other,2017-06-17-020542,2017-06-17 23:13:19,opinion
Judaism,2017-09-07-141932,2017-09-07 09:00:03,politics
Judaism,2017-07-31-054610,2017-07-31 16:02:44,nyregion
Judaism,2017-11-09-081604,2017-11-09 05:01:27,music
Judaism,2017-08-04-067476,2017-08-04 00:02:17,business
Judaism,2017-02-21-033674,2017-02-21 00:12:55,europe
Catholic Church,2017-07-09-035121,2017-07-09 04:01:26,tennis
other,2017-07-08-005034,2017-07-08 00:33:46,politics
atheism,2017-02-10-006328,2017-02-10 08:21:20,opinion
other,2017-12-02-048643,2017-12-02 16:57:12,middleeast
other,2017-09-06-100087,2017-09-06 16:02:50,nyregion
Methodism,2017-06-07-107262,2017-06-07 23:48:52,politics
Presbyterianism,2017-09-11-100477,2017-09-11 09:00:00,politics
Catholic Church,2017-12-03-017908,2017-12-03 01:01:09,asia
other,2017-11-09-107780,2017-11-09 16:48:38,politics
atheism,2017-06-12-078031,2017-06-12 09:00:07,magazine
Catholic Church,2017-02-15-085264,2017-02-15 00:41:08,americas
Baptists,2017-08-25-048971,2017-08-25 18:45:31,politics
Catholic Church,2017-08-24-160855,2017-08-24 00:00:00,magazine
other,2017-02-14-018017,2017-02-14 00:30:30,politics
Catholic Church,2017-10-21-090825,2017-10-21 12:02:08,europe
Islam,2017-05-29-056774,2017-05-29 20:55:17,books
Presbyterianism,2017-03-04-006934,2017-03-04 18:14:19,us
other,2017-07-29-065942,2017-07-29 18:40:58,sunday
Judaism,2017-05-12-043739,2017-05-12 13:30:17,europe
other,2017-07-13-047130,2017-07-13 14:55:52,politics
other,2017-12-07-152951,2017-12-07 20:12:53,europe
Catholic Church,2017-07-29-086979,2017-07-29 10:00:15,style
Islam,2017-03-24-152473,2017-03-24 09:00:10,nyregion
Catholic Church,2017-03-31-010832,2017-03-31 06:42:34,business
Islam,2017-11-14-015319,2017-11-14 22:11:17,business
Methodism,2017-02-28-021240,2017-02-28 10:00:12,magazine
Catholic Church,2017-08-10-109844,2017-08-10 18:47:54,africa
other,2017-03-06-064793,2017-03-06 01:41:57,politics
other,2017-11-28-112521,2017-11-28 22:12:40,politics
Anglicanism,2017-09-21-061458,2017-09-21 16:02:03,us
Catholic Church,2017-05-17-061294,2017-05-17 19:41:20,us
Christianity,2017-07-09-068561,2017-07-09 23:34:10,business
Presbyterianism,2017-08-12-082720,2017-08-12 14:20:08,asia
Presbyterianism,2017-05-04-167185,2017-05-04 17:02:52,politics
other,2017-06-23-075836,2017-06-23 02:33:01,americas
Catholic Church,2017-05-31-003748,2017-05-31 08:32:34,television
Presbyterianism,2017-10-24-099669,2017-10-24 20:59:35,europe
Catholic Church,2017-03-07-014289,2017-03-07 01:05:26,europe
Catholic Church,2017-11-13-021427,2017-11-13 00:52:58,media
Judaism,2017-11-16-117203,2017-11-16 17:55:59,nyregion
Anglicanism,2017-04-07-043511,2017-04-07 21:38:14,us
other,2017-04-25-043520,2017-04-25 20:25:54,middleeast
Islam,2017-11-06-132171,2017-11-06 00:21:52,middleeast
Christianity,2017-03-23-144797,2017-03-23 12:31:33,us
Catholic Church,2017-02-14-006810,2017-02-14 10:00:24,magazine
atheism,2017-09-15-161259,2017-09-15 09:00:37,arts
atheism,2017-04-26-106681,2017-04-26 19:48:47,style
other,2017-03-14-083017,2017-03-14 21:46:46,middleeast
Methodism,2017-07-22-068076,2017-07-22 00:10:59,politics
Judaism,2017-06-22-043425,2017-06-22 23:30:18,theater
Catholic Church,2017-12-19-039980,2017-12-19 19:31:10,americas
other,2017-01-30-004201,2017-01-30 22:33:41,tennis
other,2017-06-14-133034,2017-06-14 17:05:56,business
other,2017-05-12-054259,2017-05-12 19:19:15,review
Presbyterianism,2017-09-21-074519,2017-09-21 08:29:19,us
Judaism,2017-07-31-145235,2017-07-31 16:02:44,nyregion
Catholic Church,2017-06-12-068297,2017-06-12 18:11:25,politics
Judaism,2017-03-22-099851,2017-03-22 14:05:16,opinion
other,2017-03-04-002414,2017-03-04 01:03:13,politics
Presbyterianism,2017-10-26-124386,2017-10-26 20:11:04,politics
Catholic Church,2017-10-08-021590,2017-10-08 00:31:26,politics
Methodism,2017-12-22-044995,2017-12-22 18:44:33,asia
Presbyterianism,2017-03-13-050291,2017-03-13 09:00:02,magazine
atheism,2017-05-30-138270,2017-05-30 10:17:19,asia
atheism,2017-03-16-010606,2017-03-16 17:51:02,politics
Presbyterianism,2017-10-06-108514,2017-10-06 21:35:47,europe
Baptists,2017-05-10-098521,2017-05-10 16:23:43,media
other,2017-12-21-100595,2017-12-21 11:02:04,opinion
Methodism,2017-10-23-108923,2017-10-23 00:26:23,opinion
other,2017-03-21-034929,2017-03-21 13:51:21,opinion
other,2017-07-02-054339,2017-07-02 16:38:57,media
other,2017-05-08-105166,2017-05-08 07:00:23,nyregion
Catholic Church,2017-11-01-044621,2017-11-01 09:01:38,television
other,2017-09-21-143846,2017-09-21 22:00:09,middleeast
atheism,2017-06-12-048363,2017-06-12 09:00:07,magazine
Methodism,2017-10-24-150330,2017-10-24 18:51:20,opinion
other,2017-07-05-006591,2017-07-05 20:04:34,europe
atheism,2017-10-06-101125,2017-10-06 17:10:37,review
Presbyterianism,2017-04-13-020878,2017-04-13 01:02:31,politics
Judaism,2017-02-27-060967,2017-02-27 21:26:13,nyregion
Judaism,2017-11-29-030585,2017-11-29 10:39:11,briefing
other,2017-07-11-104944,2017-07-11 22:24:27,politics
other,2017-04-06-046381,2017-04-06 18:47:00,politics
Presbyterianism,2017-08-16-141685,2017-08-16 15:21:35,politics
Catholic Church,2017-10-11-050520,2017-10-11 07:34:19,asia
other,2017-03-22-049566,2017-03-22 23:43:24,politics
Presbyterianism,2017-08-24-152360,2017-08-24 07:50:40,opinion
Catholic Church,2017-02-20-041903,2017-02-20 07:28:19,middleeast
Catholic Church,2017-07-07-112581,2017-07-07 10:55:10,asia
Judaism,2017-09-02-078864,2017-09-02 19:30:59,sunday
Catholic Church,2017-09-20-082198,2017-09-20 19:51:16,politics
Catholic Church,2017-04-23-000937,2017-04-23 17:20:57,americas
Catholic Church,2017-11-13-009243,2017-11-13 19:55:03,nyregion
Catholic Church,2017-09-14-026013,2017-09-14 09:14:17,television
other,2017-06-15-096877,2017-06-15 00:49:46,politics
Catholic Church,2017-07-18-104707,2017-07-18 08:54:17,television
Islam,2017-09-15-131324,2017-09-15 01:35:49,asia
other,2017-07-26-131824,2017-07-26 07:00:26,politics
other,2017-12-23-055416,2017-12-23 14:24:02,middleeast
other,2017-06-01-064678,2017-06-01 14:31:13,europe
other,2017-04-17-049605,2017-04-17 17:19:17,politics
Catholic Church,2017-12-28-106054,2017-12-28 20:12:53,politics
other,2017-05-22-121144,2017-05-22 20:44:29,opinion
Islam,2017-05-29-077198,2017-05-29 20:55:17,books
Catholic Church,2017-07-13-102608,2017-07-13 17:38:14,politics
Catholic Church,2017-03-25-014970,2017-03-25 16:21:31,politics
Catholic Church,2017-10-15-079811,2017-10-15 23:00:44,americas
other,2017-02-11-005147,2017-02-11 18:11:03,politics
other,2017-02-15-061876,2017-02-15 15:58:51,politics
Presbyterianism,2017-05-24-084766,2017-05-24 09:39:13,briefing
Methodism,2017-06-03-051583,2017-06-03 22:35:23,us
Catholic Church,2017-12-25-007123,2017-12-25 21:28:10,europe
other,2017-07-13-044061,2017-07-13 16:23:04,politics
other,2017-12-04-127133,2017-12-04 10:00:22,us
Judaism,2017-11-14-059980,2017-11-14 10:00:22,business
Catholic Church,2017-11-09-080007,2017-11-09 00:11:24,europe
other,2017-09-13-191078,2017-09-13 09:00:25,review
other,2017-11-01-079009,2017-11-01 18:51:54,politics
Presbyterianism,2017-11-04-005705,2017-11-04 04:00:23,politics
other,2017-09-24-006079,2017-09-24 23:05:54,politics
Catholic Church,2017-11-10-028505,2017-11-10 10:05:58,television
Anglicanism,2017-09-25-118476,2017-09-25 20:17:55,business
Baptists,2017-03-28-048064,2017-03-28 04:00:14,fashion
other,2017-08-23-062913,2017-08-23 21:14:20,television
Judaism,2017-04-27-167036,2017-04-27 13:00:28,politics
other,2017-09-26-007144,2017-09-26 03:56:24,politics
Catholic Church,2017-07-27-112124,2017-07-27 00:32:15,politics
atheism,2017-10-14-012103,2017-10-14 05:00:29,television
Catholic Church,2017-12-28-075861,2017-12-28 20:12:53,politics
other,2017-03-31-128803,2017-03-31 00:59:55,us
Catholic Church,2017-03-07-115094,2017-03-07 01:40:47,politics
Catholic Church,2017-10-06-171795,2017-10-06 18:44:13,nyregion
Islam,2017-07-27-100463,2017-07-27 07:21:21,opinion
Presbyterianism,2017-04-14-078420,2017-04-14 09:00:01,magazine
Catholic Church,2017-06-28-014065,2017-06-28 13:24:36,asia
other,2017-10-19-116762,2017-10-19 04:01:13,arts
other,2017-05-07-011938,2017-05-07 21:30:22,politics
atheism,2017-08-20-014524,2017-08-20 18:37:38,movies
Presbyterianism,2017-06-01-031527,2017-06-01 00:48:37,politics
atheism,2017-02-16-025354,2017-02-16 10:00:01,review
other,2017-05-31-039442,2017-05-31 09:00:01,review
Presbyterianism,2017-08-16-061802,2017-08-16 23:26:20,americas
